"claim_id","claim_short","paper_id","year","title","venue","doi","modality","evidence_type","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C5","Framework/benchmark need","O_ISAC_059","2024","Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication","IEEE International Mediterranean Conference on Communications and Networking","10.1109/MeditCom54998.2024.10118911","Photo-THz","Simulation","I. INTRODUCTION","operations as proposed by 3GPP and O-RAN. Section V reports our main conclusions and future research directions. ## II. INTEGRATED SENSING AND COMMUNICATION OVERVIEW","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_059\O_ISAC_059.md","I. INTRODUCTION (L33)"
"C2","Metric definition/usage","O_ISAC_060","2022","A Unified Waveform for Optical Wireless Integrated Sensing and Communication","IEEE Journal","10.1109/JSTQE.2022.3152125","FSO","Simulation","A Unified Waveform for Optical Wireless Integrated","average BER threshold is $ABER_{th} = 3.8 \times 10^{-3}$ , the SNR can be improved by about 1.5dB and 7.5dB under weak and moderate","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_060\O_ISAC_060.md","A Unified Waveform for Optical Wireless Integrated Sensing and Communication > I. INTRODUCTION > II. SYSTEM MODEL > A. BER Performance (L171)"
"C2","Metric definition/usage","O_ISAC_061","2025","Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3559254","FSO","Simulation","*A. Convergence of BCD Algorithm* > *B. Optimal Be","obtained through continuously tuning the noise power σ 2 s . As the electrical SNR increases, the RMSE for imaging gradually declines and converges","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_061\O_ISAC_061.md","*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff* > <span id=""page-11-3""></span>*C. Practical C&S Performance Metrics* (L642)"
"C2","Metric definition/usage","O_ISAC_061","2025","Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3559254","FSO","Simulation","*A. Convergence of BCD Algorithm* > *B. Optimal Be","X. Han, and J. Xu, ""MIMO integrated sensing and communication: CRB-rate tradeoff,"" *IEEE Trans. Wireless Commun.*, vol. 23, no. 4, pp. 2839–2854, Apr. 2024.","Defines/uses metric 'CRB' with specific formula or value.","CRB","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_061\O_ISAC_061.md","*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff* > <span id=""page-11-3""></span>*C. Practical C&S Performance Metrics* > REFERENCES (L705)"
"C2","Metric definition/usage","O_ISAC_061","2025","Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3559254","FSO","Simulation","*A. Convergence of BCD Algorithm* > *B. Optimal Be","scenario. ![](_page_12_Figure_4.jpeg) Fig. 11. BER for communication w.r.t. electrical SNR under different constraints on light-field SINR. Fig. [10.](#page-12-0) Specifically, the edges of targets are","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_061\O_ISAC_061.md","*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff* > <span id=""page-11-3""></span>*C. Practical C&S Performance Metrics* (L636)"
"C2","Metric definition/usage","O_ISAC_061","2025","Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3559254","FSO","Simulation","<span id=""page-5-0""></span>C. Performance Metric o","(28) where the sensing noise $v_{s,n_r}(t)$ arises from both the shot noise and thermal noise in the sensing receiver, while the composed loss term","Defines/uses metric 'shot noise' with specific formula or value.","shot noise","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_061\O_ISAC_061.md","<span id=""page-5-0""></span>C. Performance Metric of Sensing Sub-System (L262)"
"C2","Metric definition/usage","O_ISAC_061","2025","Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array: Performance Metric and Optimal Beamforming","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3559254","FSO","Simulation","*A. Convergence of BCD Algorithm* > *B. Optimal Be","the total transmitted power Pt is fixed. Therefore, the correlation between light-field SINR and ISLR embodies the C&S tradeoff. Moreover, even if the optimized","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_061\O_ISAC_061.md","*A. Convergence of BCD Algorithm* > *B. Optimal Beampattern and C&S Tradeoff* (L614)"
"C1","Terminology aliasing","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","6-DoF Location-and-Pose Estimation Toward Integrat","for illumination, visible light communication (VLC, also known as LiFi) is considered to be an important technique of 6G wireless communications, due to its","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > I. INTRODUCTION (L21)"
"C1","Terminology aliasing","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","6-DoF Location-and-Pose Estimation Toward Integrat","will be increased. In addition, we have the following remark on how the number of scatters (or scattering interference strength) affects SLAP detection performance.","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > D. Asymptotic CRLB Over Fading Environments (L666)"
"C2","Metric definition/usage","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","6-DoF Location-and-Pose Estimation Toward Integrat","\{ \nabla_{\chi}^{2} \ln p(\mathbf{z}|\chi) \}, \tag{109}$$ in which $\mathcal{I}_\chi(\chi)$ is its Fisher information matrix (FIM) [45], and $\nabla_{\chi}^2$ denotes the second-order derivative w.r.t. $\chi$","Defines/uses metric 'FIM' with specific formula or value.","FIM","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > APPENDIX C PROOF OF THEOREM 1 (L908)"
"C2","Metric definition/usage","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","6-DoF Location-and-Pose Estimation Toward Integrat","UD location $\mathbf{x}_{\mathrm{B}}$ , pose angle $\vartheta_{\mathrm{B}}$ and channel state $\mathbf{h}$ , separately. Corollary 1 (Localization CRLB): The UD localization error $cov(\hat{\mathbf{x}}_R)$ of VLC-based","Defines/uses metric 'localization error' with specific formula or value.","localization error","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > IV. ASYMPTOTIC PERFORMANCE LIMITS OF VLC-ENABLED SLAP DETECTION > A. Performance Metric of SLAP Detection > B. Error Bound of SLAP Detection (L472)"
"C2","Metric definition/usage","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","6-DoF Location-and-Pose Estimation Toward Integrat","via asymptotic CRLB analysis. #### C. Asymptotic CRLB over System Configuration Remark 1 (The Effect of SNR): VLC-based SLAP detection error bounds have the","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > IV. ASYMPTOTIC PERFORMANCE LIMITS OF VLC-ENABLED SLAP DETECTION > A. Performance Metric of SLAP Detection > C. Asymptotic CRLB over System Configuration (L538)"
"C4","Cross-domain gap","O_ISAC_062","2024","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits","IEEE Transactions on Signal Processing","10.1109/TSP.2024.3383285","VLC","Simulation","6-DoF Location-and-Pose Estimation Toward Integrat","OFDM VLC-enabled SLAP detection algorithm is proposed to address this problem, via cross-domain cooperation between ""VLC"" and ""sensing"", where the 3D UD location, 3D","Strategic section discusses 'cross-domain' indicating cross-domain transfer issue.","","","Discusses 'cross-domain' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_062\O_ISAC_062.md","6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > *B. Result Analysis* > VI. CONCLUSION (L820)"
"C1","Terminology variant usage","O_ISAC_065","2023","THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication","IEEE Journal of Lightwave Technology","10.1109/JLT.2023.3311645","Photo-THz","Experimental","THz-Over-Fiber System With Orthogonal Chirp Divisi","into electronics- [4] and photonics-based [5] ones. Compared with the electrical schemes, the photonic THz ISAC systems provide benefits including broadband modulation bandwidth, high","Uses distinctive O-ISAC terminology variant 'Photo-THz ISAC'.","","Photo-THz ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_065\O_ISAC_065.md","THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication > I. INTRODUCTION (L35)"
"C2","Metric definition/usage","O_ISAC_065","2023","THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication","IEEE Journal of Lightwave Technology","10.1109/JLT.2023.3311645","Photo-THz","Experimental","*C. Signal-to-Noise Ratio*","of all data sub-carriers and data sub-chirps of the received data, and obtain 2 × 68 SNR values. The results are displayed in Fig.","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_065\O_ISAC_065.md","*C. Signal-to-Noise Ratio* (L179)"
"C4","Cross-domain gap","O_ISAC_065","2023","THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication","IEEE Journal of Lightwave Technology","10.1109/JLT.2023.3311645","Photo-THz","Experimental","V. CONCLUSION > REFERENCES","K. R. Chowdhury, ""Beyond 5G: THz-based medium access protocol for mobile heterogeneous networks,"" *IEEE Commun. Mag.*, vol. 56, no. 6, pp. 110–115, Jun. 2018,","Strategic section discusses 'heterogeneous' indicating cross-domain transfer issue.","","","Discusses 'heterogeneous' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_065\O_ISAC_065.md","V. CONCLUSION > REFERENCES (L253)"
"C4","Cross-domain gap","O_ISAC_067","2024","Measurement-based Validation of Ray-tracing Model at sub-THz for ISAC Applications of Blockage in Industrial Scenario","18th European Conference on Antennas and Propagation (EuCAP 2024)","NR","Photo-THz","Experimental","1 Introduction","of the art on measurements at (sub-)THz is still rudimentary. Because of the lack of antenna arrays, usually the angular information of the channel","Strategic section discusses 'lack of' indicating cross-domain transfer issue.","","","Discusses 'lack of' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_067\O_ISAC_067.md","1 Introduction (L17)"
"C1","Terminology aliasing","O_ISAC_068","2023","Joint Communication and Sensing Prospects: Potential Through Visible Light","Journal/Conference","DOI:10.1109/ACCESS.2023.3294091","VLC","Simulation","Joint Communication and Sensing Prospects: Potenti","sensing.* ### I. INTRODUCTION Joint Communication and Sensing (JCS), also known as Integrated Sensing And Communication (ISAC), Sensing-Communication Integration (SCI) or Cooperative Sensing and","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_068\O_ISAC_068.md","Joint Communication and Sensing Prospects: Potential Through Visible Light > I. INTRODUCTION (L15)"
"C2","Metric definition/usage","O_ISAC_068","2023","Joint Communication and Sensing Prospects: Potential Through Visible Light","Journal/Conference","DOI:10.1109/ACCESS.2023.3294091","VLC","Simulation","*A. Sender Approaches* > *B. Receiver Approaches* ","and a calculated achievable sensing range of up to 60 meters based on the Signal-to-Noise Ratio (SNR) is reported. This provides a foundation for","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_068\O_ISAC_068.md","*A. Sender Approaches* > *B. Receiver Approaches* > *E. Application Examples* (L71)"
"C3","Cross-modality contrast","O_ISAC_068","2023","Joint Communication and Sensing Prospects: Potential Through Visible Light","Journal/Conference","DOI:10.1109/ACCESS.2023.3294091","VLC","Simulation","*C. VL Comparison to RF Approaches*","broader spectral range, lower interference and better security features since light, unlike RF signals, does not propagate through solid materials (e.g. walls), making them","VLC paper explicitly contrasts with other, evidencing siloed research.","","","VLC vs other","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_068\O_ISAC_068.md","*C. VL Comparison to RF Approaches* (L109)"
