paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_139,6D,ml,machine learning,lexical,DIRECT,The snippet explicitly mentions 'machine learning models' as part of the proposed solution.,"*Abstract***— Indoor localization is a critical component of various applications, including assisted living, personnel monitoring, and asset tracking. Traditional localization methods relying on specialized sensors such as LiDAR, ultrasound, and 3D cameras offer high precision but suffer from high costs and limited interoperability. To address these challenges, this paper explores the Integrated Sensing and Communication (ISAC) paradigm, leveraging signal-based modalities focusing on received signal strength indication (RSSI). These measurements, inherently embedded in wireless communication packets, enable cost-effective and vendoragnostic localization without the need for additional hardware. However, practical deployment remains challenging due to signal degradation from obstacles, multipath effects, and reflections. This paper presents an end-to-end localization framework utilizing COTS IoT devices and advanced RSSI processing techniques to enhance measurement reliability. By integrating filtering mechanisms and machine learning models, the proposed solution improves distance estimation, categorizes line-of-sight (LoS) and non-line-of-sight (NLoS) conditions, and enhances localization accuracy. Additionally, an open and extendable edge-to-cloud infrastructure supports scalability and real-time processing. Experimental evaluation demonstrate the effectiveness of this approach in various aspects such as increase of RSSI reliability (increase of up to 82% regarding standard deviation, drastic reduction of outliers' detection and fluctuation of more than 90% to distances up to 2m), accurate LoS-NLoS classification up to 99% and overall localization increased accuracy more than 83%.**",25,25,for Indoor Environments,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_139,6D,ml,ML,lexical,DIRECT,"The snippet explicitly mentions 'machine learning models' as part of the proposed solution, similar to snippet 1.","## *Keywords—Localization ISAC, RSSI processing, ML, IoT*",27,27,"for Indoor Environments > *Keywords—Localization ISAC, RSSI processing, ML, IoT*",,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_139,6D,ml,AI,lexical,NONE,"There is no mention or implication of machine learning in this snippet, which focuses on the importance of localization and the availability of specialized sensors and processing resources.","For many years, localization has been one of the most fundamental features of almost all indoor activities [1]. Whether as a standalone functionality or part of more complex and composite operations, the ability to accurately determine a position in space is critical across a wide range of application domains, including assisted living, personnel monitoring, asset tracking and management, industrial applications, and more [2-4].",31,31,for Indoor Environments > I. INTRODUCTION,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_139,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"With the advent of the Internet of Things (IoT) and advancements in sensor integration, embedded systems, and low-power wireless communication, the importance of localization capabilities has become even more pronounced. On one hand, this is due to the availability of a wide range of specialized sensors integrated into commercial off-the-shelf (COTS) embedded systems, such as LiDAR sensors, ultrasound sensors, 3D cameras, microphones, and wireless interfaces with angle-of-arrival (AoA) or time-difference-ofarrival (TDoA) features, which support localization. On the other hand, modern embedded systems provide the necessary processing resources to efficiently utilize these specialized modalities and process relative measurements [5]. However, relying on specialized sensors and commercial hardware introduces significant limitations. Specifically, such approaches may not always be available when and where they are needed, and they can also be costly. Additionally, hardware and sensors from different vendors often lack interoperability or are completely heterogeneous, ultimately reducing the practicality and usefulness of such solutions. Therefore, while many tools and solutions exist in theory, significant challenges arise when aiming for practical implementation [6].",33,33,for Indoor Environments > I. INTRODUCTION,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_139,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"To address these limitations effectively, the Integrated Sensing and Communication (ISAC) approach—particularly sensing-assisted services—introduces a new paradigm. This paradigm represents a critical key performance indicator (KPI) of 6G networks and offers substantial benefits across various technologies and application domains. In localization scenarios following the ISAC paradigm, the primary objective is to leverage sensing modalities and measurements provided by any wireless technology in a vendor-agnostic manner. Such modalities include received signal strength indication (RSSI), link quality indication (LQI), and others embedded in all communication packets. These indicators not only categorize communication link quality but also enable the correlation of signal quality with distance, which is essential for accurate localization [7]. This approach provides critical advantages, as any IoT-embedded system and all communications can be utilized to provide localization services without requiring additional specialized hardware. However, while combining",35,35,for Indoor Environments > I. INTRODUCTION,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_140,6D,ml,AI,lexical,INDIRECT,"The concept 'ml' is related to the 'deep learning model' mentioned in the context, which is used to target the LiDAR point cloud data.","Beyond-5G Team, Samsung R&D Institute-Bangalore, India Email: {sk.khunteta, guddeti.r, ashok.chavva, av.agrawal}@samsung.com",9,9,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_140,6D,ml,deep learning,lexical,INDIRECT,"The concept 'ml' is related to the 'deep learning model' mentioned in the context, which is used to target the LiDAR point cloud data.","Abstract—Digital twin creates a digital representation of the physical world, which enables immersive technologies such as augmented reality (AR), virtual reality (VR), and holographic communication. In this paper, we take a significant step towards enabling digital twin at scale & low-cost by estimating depth map of the environment using existing communication infrastructure. Traditionally, camera or LiDAR (light detection and ranging) have been used for estimating the 3-D depth map. The proposed method RF2LiDAR is first of its kind algorithm that generates LiDAR-like high resolution representation of the environment from ambient communication signals. We first perform preprocessing on the multiple-input-multiple-output (MIMO) radiofrequency (RF) signal and then input the processed data to a deep learning model to target the LiDAR point cloud data. RF2LiDAR is able to generate LiDAR-like depth map of room of size  $19m \times 10m \times 2m$  with 0.25m granularity from MIMO data. Further, we show that the predicted point clouds have an average Chamfer distance of 1.5m $^2$  and they capture the change in perception across various testing locations without any prior information of location and orientation of the receiver.",11,11,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_140,6D,ml,ML,lexical,INDIRECT,"The concept 'ml' is related to the 'deep learning model' mentioned in the context, which is used to target the LiDAR point cloud data.","Index Terms—AI, depth map, digital twin, DL, ISAC, sensors, millimeter-wave, ML, RADAR, RF, sensing, SLAM.",13,13,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_140,6D,ml,AI,lexical,NONE,There is no mention of 'ml' or related concepts like 'deep learning model' in the context.,"Digital twin i.e digital representation of a physical product, system, or process form a core component of immersive technologies like AR, VR. Apart from applications in user experience enhancement, digital twin can be leveraged as a testing tool for various commercial use-cases. In telecommunications, with the increasing complexity in deployment and distribution of services through 5G/6G networks, the notion of digital twin [1] has gained relevance and is being considered as an emulator, a validation, and optimization tool across the layers. A real 5G network [2] can be mimicked by creating an integrated digital twin which emulates radio channels, base-stations, front-haul, core network, network slices, devices, traffic, impairments, and security threats.",17,17,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals > I. Introduction,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_140,6D,ml,AI,lexical,NONE,"The text does not mention machine learning (ml) explicitly, but it discusses related concepts like digital twin technology, sensing, and communication infrastructure.","To make digital twin technology common place, it is critical to realize it at scale and within the constraints posed by hardware i.e compute capability, power consumption, cost, form-factor etc. Given the ubiquitous deployment of wireless devices in smart environments and advances in mobile computing, there has been a renewed interest in utilizing traditional communication infrastructure for sensing the physical world. Integrated sensing and communication (ISAC) framework involves measuring distortions suffered by the communication signal in terms of time, frequency, and amplitude while it travels through the said environment.",23,23,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals > I. Introduction,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_140,6D,ml,AI,lexical,INDIRECT,"The text mentions 'convolutional neural network based learning method' which is a type of machine learning, but it does not directly focus on machine learning.","Some of recent works using wireless signals for 3D applications include Radarhd [3], Xu et al. [4], Shubham et al. [5], Deepsense [6]. Radarhd uses signals received from a dedicated radar chip to generate LiDAR point clouds. Deepsense on the other hand uses multi-modal data i.e RGB cameras, LiDAR, Radars, GPS etc., to enable sensing aided beam & blockage prediction. In [4], a convolutional neural network based learning method is used to project radar measurements into depth maps with LiDAR target data. In [5], an AI based hierarchical classifier is used to discriminate micro-Doppler signatures of 11 indoor activities.",27,27,RF2LiDAR: Enabling Digital Twin Using MIMO RF Signals > I. Introduction,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_141,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,# Electromagnetic Field Exposure-Aware AI Framework for Integrated Sensing and Communications-Enabled Ambient Backscatter Wireless Networks,5,5,Electromagnetic Field Exposure-Aware AI Framework for Integrated Sensing and Communications-Enabled Ambient Backscatter Wireless Networks,,,wireless,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
