claim_id,claim_key,section,paper_id,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,claim_supported
ae6ee1615de3,4B|fiber,4B,O_ISAC_036,fiber,fiber,lexical,DIRECT,"The concept of 'fiber' is directly mentioned in the context of 'propagated through a 7 single mode fiber spool', discussing the use of fiber in the experiment.","The optical output from the PIC was obtained via grating coupler and propagated to the Fi-Wi setup, as shown in Fig. 2(a). Specifically, a Keysight N8195A AWG is used to generate various ISAC waveforms, with 2048 symbols of 16-QAM at FR1, 2 and 3 bands and LFMCW of Radar/LiDAR application, in order to modulate the EAM and imprint them on the optical carrier. The Analog Radio over Fiber (ARoF) was propagated through a 7 single mode fiber spool, amplified by an erbium doped fiber amplifier to compensate the losses and spatially routed by an array waveguide gratingdemultiplexer with of 0.7 channel bandwidth towards the FSO/mmWave stages.",39,39,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction** > **III-V-on-SOI PIC and Experimental Setup**,nan,nan,True
ae6ee1615de3,4B|fiber,4B,O_ISAC_036,fiber,fiber,lexical,DIRECT,"The concept of 'fiber' is directly mentioned in the context of 'propagated through a 7 single mode fiber spool', similar to snippet 2, discussing the use of fiber in the experiment.","The Over the Air (OTA) distances of the FSO and mmWave wireless links were 1 and connected to different wavelengths output (<sup>2</sup> and 1) of the demultiplexer respectively. For the FSO link, two Thorlabs C80APC-C achromatic fiber collimated lens with 80 focal length were mounted on kinematic rotation stages and aligned across a 1 link distance, while for the mmWave link, the signal was optical-electrical converted by a Lab Buddy InGaAs photoreceiver with 0.82 / responsivity and then a pair of Gotmic V-band Tx-Rx antennas (gMRX0061A) with 6x RF upconversion stages using a 16 local oscillator signal of 10 . Finally, the received 16-QAM and LFMCW signals were connected to a Real Time Oscilloscope (RTO) Keysight DSOZ632A for evaluation purpose.",41,41,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction** > **III-V-on-SOI PIC and Experimental Setup**,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_036,fso,FSO,lexical,INDIRECT,"The snippet mentions 'mmWave/FSO' which implies the use of Free Space Optics (FSO) in a broader context, but does not directly explain or define the concept of FSO itself.",# Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication,5,5,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_036,fso,FSO,lexical,DIRECT,"The abstract explicitly mentions 'FSO links' and explains the experimental presentation of a transmitter in Fi-Wi and FSO links, directly relating to the concept of FSO.","**Abstract:** *A heterogeneous fully integrated photonics transmitter with a III-V-on-SOI laser and EAM is experimentally presented in a Fi-Wi and FSO links, achieving 16-QAM transmission at 24 Gbps capacity and a LFMCW with a resolution of 0.03 m at 384 m radar range for emerging 6G ISAC networks.*",13,13,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_036,fso,free-space optical,fuzzy:94.44444444444444,DIRECT,"This snippet directly discusses the use of a fully-integrated PIC in 'Free Space Optical (FSO)' links, providing context on how FSO is utilized in the experiment.","This work draws from latest heterogeneous integrations of compact III-V-on-SOI PICs for telecom [10], and spectroscopy [11], presents a fully-integrated PIC that utilizes a single, ""unified"" III-V epitaxy both for the laser and the modulator, achieving a compact, cost-efficient and fullyintegrated solution with a good trade-off between optical power, electro-optics bandwidth and driving voltage. The PIC is experimentally tested in mmWave Fiber Wireless (Fi-Wi) and Free Space Optical (FSO) setups for three distinct 6G ISAC scenarios, achieving up to 24 data modulation using a 16-QAM format, operation at all FRs, resolution down to 0.03 at a dynamic range up to 384 and 2.54 sweeping cycle in sensing scenarios. Finally, the PIC is benchmarked in a joint ISAC demonstration,",21,21,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_036,fso,free space optical,fuzzy:88.88888888888889,DIRECT,"The figure caption mentions 'free space optics (FSO) in 6G RANs communication', directly referencing FSO and its application.","**Fig. 1:** a) Conceptual Schematic of the deployment of ISAC PIC for Fiber Wireless mmWave and free space optics (FSO) in 6G RANs communication. BBU –backbone unit. b)-d) Cross-section, schematic and photo of the developed ISAC PIC transmitter and e) spectrum of the tunable laser",25,25,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_036,fso,FSO,lexical,INDIRECT,"The concept 'fso' is mentioned in the context, but it is not the primary focus of the text. The text discusses various technical aspects of a system, including EAM, PIC, and ARoF, and FSO is only mentioned as part of the system, specifically in relation to the 'FSO/mmWave stages' and 'Over the Air (OTA) distances of the FSO and mmWave wireless links'. This suggests an indirect relationship between the concept and the text.","The optical output from the PIC was obtained via grating coupler and propagated to the Fi-Wi setup, as shown in Fig. 2(a). Specifically, a Keysight N8195A AWG is used to generate various ISAC waveforms, with 2048 symbols of 16-QAM at FR1, 2 and 3 bands and LFMCW of Radar/LiDAR application, in order to modulate the EAM and imprint them on the optical carrier. The Analog Radio over Fiber (ARoF) was propagated through a 7 single mode fiber spool, amplified by an erbium doped fiber amplifier to compensate the losses and spatially routed by an array waveguide gratingdemultiplexer with of 0.7 channel bandwidth towards the FSO/mmWave stages.",39,39,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction** > **III-V-on-SOI PIC and Experimental Setup**,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_036,vlc,light,lexical,NONE,"The provided snippet does not mention 'vlc' at all, hence it is not related to the concept.","- 2. Lei, M., Zhu, M., Hua, B., Zhang, J., Cai, Y., Zou, Y., Liu, X. and Yu, J., 2022. A spectrumefficient MoF architecture for integrated sensing and communication in B5G based on polarization interleaving and polarizationinsensitive filtering. Journal of Lightwave Technology, 40(20), pp.6701-6711.",76,76,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Reference**,nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_036,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"The provided snippet does not mention or relate to the concept of 'photonic_thz' directly or indirectly. The discussion revolves around optical communication systems, including electro-absorption modulators (EAM), photonic integrated circuits (PIC), and fiber optic communication, without any reference to terahertz (THz) frequency range or its applications.","The optical output from the PIC was obtained via grating coupler and propagated to the Fi-Wi setup, as shown in Fig. 2(a). Specifically, a Keysight N8195A AWG is used to generate various ISAC waveforms, with 2048 symbols of 16-QAM at FR1, 2 and 3 bands and LFMCW of Radar/LiDAR application, in order to modulate the EAM and imprint them on the optical carrier. The Analog Radio over Fiber (ARoF) was propagated through a 7 single mode fiber spool, amplified by an erbium doped fiber amplifier to compensate the losses and spatially routed by an array waveguide gratingdemultiplexer with of 0.7 channel bandwidth towards the FSO/mmWave stages.",39,39,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction** > **III-V-on-SOI PIC and Experimental Setup**,nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_036,hybrid,fiber-wireless,fuzzy:92.85714285714286,INDIRECT,"The concept of hybrid is implied through the integration of III-V active components on Si platform and the use of a single, ""unified"" III-V epitaxy for both the laser and the modulator, indicating a combination of different technologies or materials.","This work draws from latest heterogeneous integrations of compact III-V-on-SOI PICs for telecom [10], and spectroscopy [11], presents a fully-integrated PIC that utilizes a single, ""unified"" III-V epitaxy both for the laser and the modulator, achieving a compact, cost-efficient and fullyintegrated solution with a good trade-off between optical power, electro-optics bandwidth and driving voltage. The PIC is experimentally tested in mmWave Fiber Wireless (Fi-Wi) and Free Space Optical (FSO) setups for three distinct 6G ISAC scenarios, achieving up to 24 data modulation using a 16-QAM format, operation at all FRs, resolution down to 0.03 at a dynamic range up to 384 and 2.54 sweeping cycle in sensing scenarios. Finally, the PIC is benchmarked in a joint ISAC demonstration,",21,21,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_036,hybrid,fiber-wireless,fuzzy:92.85714285714286,NONE,The snippet is an image description and does not contain any text that implies the concept of hybrid.,"**Fig. 1:** a) Conceptual Schematic of the deployment of ISAC PIC for Fiber Wireless mmWave and free space optics (FSO) in 6G RANs communication. BBU –backbone unit. b)-d) Cross-section, schematic and photo of the developed ISAC PIC transmitter and e) spectrum of the tunable laser",25,25,Heterogeneous Integrated III-V-on-SOI Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication > **Introduction**,nan,nan,True
