"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","canonical_condition_set_id","canonical_tradeoff_id","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_result_representation","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_uncertainty_type","canonical_uncertainty_value","canonical_unit_reported","canonical_value_status","canonical_value_origin","canonical_scenario_summary","canonical_baseline_comparator","canonical_comparison_group_id","canonical_metric_comparability_class","canonical_metric_comparison_admissibility_class","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","canonical_final_survey_use_class","canonical_final_comparison_admissibility","canonical_cross_study_quantitative_comparison_allowed","canonical_final_reason_code","canonical_independent_human_status","canonical_source_workbook_sha256","register_final_comparison_admissibility","register_cross_study_flag","register_independent_human_status","reviewer_code","review_date_utc","reviewed_source_report_title","reviewed_source_report_doi","reviewed_companion_relationship","reviewed_source_pdf_sha256","source_pdf_opened","source_identity_decision","reviewed_pdf_page","reviewed_section_heading","reviewed_table_id","reviewed_figure_id","reviewed_equation_id","source_locator_decision","reviewed_metric_name","reviewed_metric_definition","reviewed_comparison_operator","reviewed_value_numeric","reviewed_value_low","reviewed_value_high","reviewed_uncertainty_type","reviewed_uncertainty_value","reviewed_unit_reported","reviewed_measurement_plane_code","reviewed_reference_point","reviewed_communication_task","reviewed_sensing_task","reviewed_objective","reviewed_scenario_summary","reviewed_geometry","reviewed_condition_set_id","reviewed_baseline_comparator","reviewed_validation_type_code","reviewed_value_origin","reviewed_comparison_group_id","comparison_decision","comparison_decision_rationale","survey_use_decision","verification_outcome","reviewer_notes","reviewer_lock_status","reviewer_signature_or_form_hash"
"MET-SCR00196-004","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-CAP-2M","TRD-SCR00196-003","sensing","resolution","Lateral localization resolution","system","laboratory_experiment","scalar","eq","1","","","NR","","mm","reported","reported","2 m; full-field CAP","","CG-VLC-CAP-LATERAL-RESOLUTION-FULLFIELD-LAB","conditionally_comparable","conditionally_admissible","1;4","Abstract; 2.B","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","1;4","Abstract; 2.B","NR","Fig. 3","NR","match","Lateral localization resolution","NR","eq","1","NR","NR","NR","NR","mm","system","NR","NR","source_reported_sensing_function","NR","2 m; full-field CAP","NR","COND-SCR00196-CAP-2M","NR","laboratory_experiment","reported","CG-VLC-CAP-LATERAL-RESOLUTION-FULLFIELD-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-005","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-CAP-DEPTH","TRD-SCR00196-003","sensing","resolution","Depth localization resolution","system","laboratory_experiment","scalar","eq","4","","","NR","","cm","reported","reported","1.6-2.2 m depth scan; 10 trials","","CG-VLC-CAP-DEPTH-RESOLUTION-FULLFIELD-LAB","conditionally_comparable","conditionally_admissible","1;4","Abstract; 2.B","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","1;4","Abstract; 2.B","NR","Fig. 3","NR","match","Depth localization resolution","NR","eq","4","NR","NR","NR","NR","cm","system","NR","NR","source_reported_sensing_function","NR","1.6-2.2 m depth scan; 10 trials","NR","COND-SCR00196-CAP-DEPTH","NR","laboratory_experiment","reported","CG-VLC-CAP-DEPTH-RESOLUTION-FULLFIELD-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-006","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-CAP-DYNAMIC","TRD-SCR00196-003","sensing","sensing_rate","3D localization frame rate","system","laboratory_experiment","scalar","eq","39","","","NR","","frames/s","reported","reported","Dynamic receiver in 0.6 m x 0.6 m x 0.6 m volume","","CG-VLC-CAP-LOCALIZATION-FRAME-RATE-LAB","conditionally_comparable","conditionally_admissible","4","2.B","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","4","2.B","NR","Fig. 3","NR","match","3D localization frame rate","NR","eq","39","NR","NR","NR","NR","frames/s","system","NR","NR","source_reported_sensing_function","NR","Dynamic receiver in 0.6 m x 0.6 m x 0.6 m volume","NR","COND-SCR00196-CAP-DYNAMIC","NR","laboratory_experiment","reported","CG-VLC-CAP-LOCALIZATION-FRAME-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-008","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-SI-2M","TRD-SCR00196-001","communication","data_rate","Data-rate range across structured illuminations","link","laboratory_experiment","range","range","","3.16","3.52","NR","","Gbit/s","reported","reported","2 m link; alpha=1/4","","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","5","2.C","","Fig. 4","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","5","2.C","NR","Fig. 4","NR","match","Data-rate range across structured illuminations","NR","range","NR","3.16","3.52","NR","NR","Gbit/s","link","NR","source_reported_communication_function","NR","NR","2 m link; alpha=1/4","NR","COND-SCR00196-SI-2M","NR","laboratory_experiment","reported","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-009","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-SI-2M","TRD-SCR00196-001","communication","data_rate","Average data rate with structured illumination","link","laboratory_experiment","scalar","eq","3.35","","","NR","","Gbit/s","reported","reported","2 m link; baseline without structured illumination 3.49 Gbit/s","3.49 Gbit/s without structured illumination","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","5","2.C","","Fig. 4","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","5","2.C","NR","Fig. 4","NR","match","Average data rate with structured illumination","NR","eq","3.35","NR","NR","NR","NR","Gbit/s","link","NR","source_reported_communication_function","NR","NR","2 m link; baseline without structured illumination 3.49 Gbit/s","NR","COND-SCR00196-SI-2M","3.49 Gbit/s without structured illumination","laboratory_experiment","reported","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-010","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-RATE-2M","","communication","data_rate","Maximum data rate at 2 m","link","laboratory_experiment","scalar","eq","3.4","","","NR","","Gbit/s","reported","reported","2 m; selected position","","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","6","2.C","","Fig. 4","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","6","2.C","NR","Fig. 4","NR","match","Maximum data rate at 2 m","NR","eq","3.4","NR","NR","NR","NR","Gbit/s","link","NR","source_reported_communication_function","NR","NR","2 m; selected position","NR","COND-SCR00196-RATE-2M","NR","laboratory_experiment","reported","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-011","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-RATE-1P8M","","communication","data_rate","Maximum data rate at 1.8 m","link","laboratory_experiment","scalar","eq","3.63","","","NR","","Gbit/s","reported","reported","1.8 m; selected position","","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","6","2.C","","Fig. 4","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","6","2.C","NR","Fig. 4","NR","match","Maximum data rate at 1.8 m","NR","eq","3.63","NR","NR","NR","NR","Gbit/s","link","NR","source_reported_communication_function","NR","NR","1.8 m; selected position","NR","COND-SCR00196-RATE-1P8M","NR","laboratory_experiment","reported","CG-VLC-DMT-INTEGRATED-LINK-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-012","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-DYNAMIC-RATE","","communication","data_rate","Dynamic-motion data-rate range","system","laboratory_experiment","range","range","","3.2","3.8","NR","","Gbit/s","reported","reported","Moving receiver in integrated 3D volume","","CG-VLC-DMT-DYNAMIC-TRACKING-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","6","2.C","","Fig. 4","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","6","2.C","NR","Fig. 4","NR","match","Dynamic-motion data-rate range","NR","range","NR","3.2","3.8","NR","NR","Gbit/s","system","NR","source_reported_communication_function","NR","NR","Moving receiver in integrated 3D volume","NR","COND-SCR00196-DYNAMIC-RATE","NR","laboratory_experiment","reported","CG-VLC-DMT-DYNAMIC-TRACKING-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-013","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-BF-2M","TRD-SCR00196-002","communication","data_rate","Maximum beamforming data-rate improvement at 2 m","system","laboratory_experiment","scalar","eq","122","","","NR","","%","reported","reported","2 m; weak-irradiance positions","wide-field illumination without beamforming","CG-VLC-BEAMFORMING-RELATIVE-DATA-RATE-GAIN-LAB","conditionally_comparable","conditionally_admissible","7","2.D","","Fig. 5","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","7","2.D","NR","Fig. 5","NR","match","Maximum beamforming data-rate improvement at 2 m","NR","eq","122","NR","NR","NR","NR","%","system","NR","source_reported_communication_function","NR","NR","2 m; weak-irradiance positions","NR","COND-SCR00196-BF-2M","wide-field illumination without beamforming","laboratory_experiment","reported","CG-VLC-BEAMFORMING-RELATIVE-DATA-RATE-GAIN-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-014","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-BF-2M","","communication","data_rate","Maximum beamformed data rate","system","laboratory_experiment","threshold","gt","6","","","NR","","Gbit/s","reported","reported","2 m adaptive beamforming","","CG-VLC-DMT-BEAMFORMED-DATA-RATE-LAB","conditionally_comparable","conditionally_admissible","7","2.D","","Fig. 5","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","7","2.D","NR","Fig. 5","NR","match","Maximum beamformed data rate","NR","gt","6","NR","NR","NR","NR","Gbit/s","system","NR","source_reported_communication_function","NR","NR","2 m adaptive beamforming","NR","COND-SCR00196-BF-2M","NR","laboratory_experiment","reported","CG-VLC-DMT-BEAMFORMED-DATA-RATE-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00196-015","STC-SINGLETON-SCR-00196","SCR-00196","COND-SCR00196-BF-FIRSTPOS","","communication","SNR","Average SNR after beamforming","link","laboratory_experiment","scalar","eq","18.79","","","NR","","dB","reported","reported","2 m first test position","12.30 dB without beamforming","CG-VLC-DMT-BEAMFORMED-EVM-SNR-LAB","conditionally_comparable","conditionally_admissible","7","2.D","","Fig. 5","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Adaptive visible light integrated sensing and communication for cable-free virtual reality","10.1364/prj.561888","only_report_in_phase_g_source_set","1A0C1D73FF9BE15089AE9480BC1E25E0B689787AA5778143F8EEBB72EE51C098","yes","match","7","2.D","NR","Fig. 5","NR","match","Average SNR after beamforming","NR","eq","18.79","NR","NR","NR","NR","dB","link","NR","source_reported_communication_function","NR","NR","2 m first test position","NR","COND-SCR00196-BF-FIRSTPOS","12.30 dB without beamforming","laboratory_experiment","reported","CG-VLC-DMT-BEAMFORMED-EVM-SNR-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
