paper_id,category,metric,symbol,plane,evidence,full_reasoning
O_ISAC_031,Sensing (Detection),PSLR,PSLR,N/A,"The autocorrelation diagram of the SOI is analyzed at ADC as Fig. 3(d), yielding a peak-to-sidelobe ratio (PSLR) of 15.35 dB, demonstrating the LFM-BPSK signal's effective anti-jamming capability.",The authors propose a photonics-enabled full-duplex millimeter-wave integrated sensing and communication system. They evaluate the system's self-interference cancellation (SIC) capability and its impact on communication and radar sensing performance. The results show a SIC depth of 43.7 dB and successful communication with zero bit error rate (BER). The radar sensing performance is also demonstrated with a peak-to-sidelobe ratio (PSLR) of 15.35 dB.
O_ISAC_031,Comm Metrics,SIC depth,SIC,Optical,"The self-interference signal is configured as an LFM-BPSK signal, with no SOI added. Attenuating and delaying the self-interfering signals simulate transmission loss and delay in the wireless channel. Fig. 3(a) shows that the proposed scheme can achieve a SIC depth of 43.7 dB.",The authors propose a photonics-enabled full-duplex millimeter-wave integrated sensing and communication system. They evaluate the system's self-interference cancellation (SIC) capability and its impact on communication and radar sensing performance. The results show a SIC depth of 43.7 dB and successful communication with zero bit error rate (BER). The radar sensing performance is also demonstrated with a peak-to-sidelobe ratio (PSLR) of 15.35 dB.
O_ISAC_032,Sensing (Est),Resolution (Delta),N/A,N/A,"The temperature response coefficient is analyzed, and a piecewise uniform compensation method is proposed to reduce the impact of nonlinearity on temperature compensation.","The authors evaluate the performance of a temperature compensation method for a fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation scheme. The method is compared to a traditional temperature compensation method, and the results show that the piecewise uniform compensation scheme achieves better performance in terms of temperature noise suppression and phase drift reduction."
O_ISAC_032,Sensing (Est),Accuracy (RMSE),RMSE,N/A,The root mean square (rms) value of the temperature deviation is reduced to 0.1234 °C using the piecewise uniform compensation method.,"The authors evaluate the performance of a temperature compensation method for a fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation scheme. The method is compared to a traditional temperature compensation method, and the results show that the piecewise uniform compensation scheme achieves better performance in terms of temperature noise suppression and phase drift reduction."
O_ISAC_032,Comm Metrics,Signal Quality,SNR,Electrical,The phase noise power spectrum shows a 43-dB suppression of ambient temperature drift noise at 1 mHz using the piecewise uniform compensation method.,"The authors evaluate the performance of a temperature compensation method for a fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation scheme. The method is compared to a traditional temperature compensation method, and the results show that the piecewise uniform compensation scheme achieves better performance in terms of temperature noise suppression and phase drift reduction."
O_ISAC_032,Sensing (Est),Accuracy (RMSE),RMSE,N/A,The maximum deviation between the decoupled temperature and the measured temperature is reduced to 0.2001 °C using the piecewise uniform compensation method.,"The authors evaluate the performance of a temperature compensation method for a fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation scheme. The method is compared to a traditional temperature compensation method, and the results show that the piecewise uniform compensation scheme achieves better performance in terms of temperature noise suppression and phase drift reduction."
O_ISAC_032,Comm Metrics,Signal Quality,SNR,Electrical,The phase noise power spectrum shows a 33-dB suppression of ambient temperature drift noise at 1 mHz using the piecewise uniform compensation method under continuous temperature rise and fall conditions.,"The authors evaluate the performance of a temperature compensation method for a fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation scheme. The method is compared to a traditional temperature compensation method, and the results show that the piecewise uniform compensation scheme achieves better performance in terms of temperature noise suppression and phase drift reduction."
O_ISAC_032,Sensing (Est),Resolution (Delta),N/A,N/A,"The temperature response coefficient in different intervals is provided in Table I, showing variations in temperature response coefficients.","The authors evaluate the performance of a polarization-multiplexed fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation method to mitigate temperature fluctuations. The method involves dividing the temperature interval into smaller steps to reduce nonlinearity effects. Experimental results show a significant reduction in phase drift due to temperature changes, with a 43-dB suppression at 1 mHz in the spectrum under self-cooling conditions and a 33-dB suppression at 1 mHz under continuous temperature rise and fall conditions."
O_ISAC_032,Sensing (Est),Accuracy (RMSE),RMSE,N/A,The root mean square (rms) value of the entire data deviation is 0.1241 °C for the original method and 0.1234 °C for the piecewise uniform compensation method under self-cooling conditions.,"The authors evaluate the performance of a polarization-multiplexed fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation method to mitigate temperature fluctuations. The method involves dividing the temperature interval into smaller steps to reduce nonlinearity effects. Experimental results show a significant reduction in phase drift due to temperature changes, with a 43-dB suppression at 1 mHz in the spectrum under self-cooling conditions and a 33-dB suppression at 1 mHz under continuous temperature rise and fall conditions."
O_ISAC_032,Sensing (Est),Accuracy (RMSE),RMSE,N/A,The root mean square (rms) value of the entire data deviation is 0.8882 °C for the original method and 0.1732 °C for the piecewise uniform compensation method under continuous temperature rise and fall conditions.,"The authors evaluate the performance of a polarization-multiplexed fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation method to mitigate temperature fluctuations. The method involves dividing the temperature interval into smaller steps to reduce nonlinearity effects. Experimental results show a significant reduction in phase drift due to temperature changes, with a 43-dB suppression at 1 mHz in the spectrum under self-cooling conditions and a 33-dB suppression at 1 mHz under continuous temperature rise and fall conditions."
O_ISAC_032,Signal Quality,SNR,N/A,Electrical,"A 43-dB suppression of ambient temperature drift noise at 1 mHz is achieved using the piecewise uniform compensation method under self-cooling conditions, and a 33-dB suppression is achieved under continuous temperature rise and fall conditions.","The authors evaluate the performance of a polarization-multiplexed fiber-optic vibration sensing unit (FOVSU) using a piecewise uniform compensation method to mitigate temperature fluctuations. The method involves dividing the temperature interval into smaller steps to reduce nonlinearity effects. Experimental results show a significant reduction in phase drift due to temperature changes, with a 43-dB suppression at 1 mHz in the spectrum under self-cooling conditions and a 33-dB suppression at 1 mHz under continuous temperature rise and fall conditions."
O_ISAC_033,Sensing (Est),Resolution,Δx,N/A,spatial resolution of 10 m,"The authors evaluate sensing performance using phase measurement for vibration detection and localization, and compare it with DAS using FD-CP-DAS. For comms, they plot post-FEC BER vs sensing power."
O_ISAC_033,Sensing (Est),Accuracy,ε,N/A,measurand resolution in ε/√Hz,"The authors evaluate sensing performance using phase measurement for vibration detection and localization, and compare it with DAS using FD-CP-DAS. For comms, they plot post-FEC BER vs sensing power."
