paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_062,5C,fisher information constraint,Information constraint,fuzzy:86.36363636363636,NONE,"The provided snippet does not mention the concept of 'fisher information constraint' directly or indirectly, thus it is labeled as NONE.","Scenario B: If LEDs #7 and #9 entirely behave as noise sources (hostile LEDs), we can see by comparing Fig. [9](#page-11-5) and [8](#page-11-0) that UD localization performance will be degraded, since these two LEDs have no information contribution but time-frequency interference to SLAP detection. This means that, if certain LEDs are totally non-cooperative (i.e., SLAP detection system has no knowledge of its OFDM pilots), their signals will become entire error sources which cannot be alleviated by",801,801,6-DoF Location-and-Pose Estimation Toward Integrated Visible Light Communication and Sensing: Algorithm Design and Performance Limits > *B. Result Analysis*,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_066,5C,fisher information constraint,fisher information constraint,fuzzy:100.0,NONE,"The provided snippet does not mention or imply the concept of Fisher information constraint. It appears to be a part of a pseudocode or algorithm, discussing a loop that iterates from 1 to k-i, without any direct or indirect reference to Fisher information.",for,383,383,IV. FORMULA FOR COLLISION DISTORTION ON THE QUANTITIES > V. PRE-DISTORTION SCHEME AND DETECTION FOR THE IT SIGNAL. > VII. CONCLUSION > **APPENDIX**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_068,5C,pareto optimal,Efficient solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"In summary, the combination of VLC and VLS present a compelling avenue for future JCS systems. The ongoing research in this domain aims to harness the benefits of visible light, paving the way for innovative and efficient solutions in various fields, including industrial IoT, robotics and smart environments.",155,155,*C. VL Comparison to RF Approaches* > *D. VL Approaches applications*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_068,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"- [34] S. Zahiri-Rad, Z. Salem, A. P. Weiss and E. Leitgeb, ""An Optimal Solution for a Human Wrist Rotation Recognition System by Utilizing Visible Light Communication,"" *2022 International Conference on Broadband Communications for Next Generation Networks and Multimedia Applications (CoBCom)*, Graz, Austria, 2022, pp. 1-8, doi: 10.1109/CoBCom55489.2022.9880745.",211,211,IV. OUTLOOK AND CONCLUSIONS > REFERENCES,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_083,5C,pareto optimal,pareto optimal,fuzzy:85.71428571428572,NONE,"The provided snippet does not mention or relate to the concept of Pareto optimality, which is a state where no other alternative can improve one aspect without making another aspect worse. The snippet appears to discuss various research papers and achievements in the field of optical communications and terahertz waves, without any direct or indirect reference to Pareto optimality.","- [10] Y. Horst *et al.*, ""Transparent optical-THz-optical link transmission over 5/115 m at 240/190 Gbit/s enabled by plasmonics,"" in *Proc. Optical Fiber Communications Conference and Exhibition (OFC*), San Francisco, CA, USA, 2021, pp. 1-3.",158,158,Towards Efficient Confluent Edge Networks > REFERENCES,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_083,5C,resource allocation trade-off,resource allocation conflict,fuzzy:85.71428571428572,INDIRECT,"The concept of resource allocation trade-off is indirectly mentioned through the discussion of efficient resource allocation and configuration across wireless and wired domains, facilitated by AI-driven operations.","end provisioning across these highly diverse domains. This will be coordinated through an AI-enabled orchestration layer, that efficiently delivers AI services for both end user applications and network control and optimization. These AI services will also make use of environmental information from network sensing components. Furthermore, resource allocation and configuration across the wireless and wired domains will be supported through the adoption of suitable AI-driven operations facilitating fast service delivery that meets service requirements in the most resource- and energyefficient manner.",50,50,Towards Efficient Confluent Edge Networks > I. INTRODUCTION > II. CONFLUENT MESH NETWORKING,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_083,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:85.18518518518519,INDIRECT,"The concept of resource allocation trade-off is indirectly mentioned through the discussion of optimizing network instances from technical, economic, and energy perspectives, and defining feasible technologies and deployment options.","In addition, the proposed confluent edge networks will be analysed in terms of technologies and architecture deployment/realisation options, and the proposed control and management layer will incorporate decision logic optimising the network instances jointly from technical, economic and energy perspectives, towards defining technically feasible, economically viable and sustainable (energy dimension) technologies and deployment options. ECOe-NET will leverage past technical and energy efficiency network studies [15 – 18]. Moreover, the deployment options and resource allocation will also be assessed from a techno-economic perspective, leveraging the 5G deployment assessment approaches presented in [19 – 21].",76,76,Towards Efficient Confluent Edge Networks > IV. RESEARCH CHALLENGES,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_083,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:85.18518518518519,DIRECT,The concept of resource allocation trade-off is directly mentioned through the discussion of attention to resource allocation and management over all interconnected segments in the implementation of OSaaS in mesh access networks.,"OSaaS is a transparent lightpath connecting two endpoints in the network [4]. When OSaaS is implemented on longer routes, the number of transceivers can be significantly reduced. Hence, the capital investments into the transceivers and the overall latency of the end-to-end service are lowered. Furthermore, a smaller amount of active equipment contributes to a higher availability of end-to-end services and reduces the carbon footprint per end-to-end service. OSaaS is completely independent of the underlying infrastructure and can employ a mix of DWDM networks utilising different technologies. This can include completely passive 1530, 1550 or 1570 nm channels from the coarse wavelength division multiplexing (CWDM) channel plan or dark fibre segments. Thus, the OSaaS concept could also bring the benefits mentioned above to the access networks serving 6G. However, the seamless implementation of this new service type in mesh access networks requires attention to resource allocation and management over all interconnected segments. While this is complicated in the case of dark fibre or passive segments due to often missing databases, it requires extra attention in the case of active systems, where unbalanced signal powers may interrupt the performance of the neighbouring channels or, even worse, the whole system. Fig. 2 illustrates the implementation of the OSaaS as part of the confluent mesh network at the edge. The magnifier is located at the input of the DWDM system, as it has the highest requirements for input power compatibility. Similarly, if performance allows, OSaaS can also be transmitted over low cost CWDM or dark fibre links.",104,104,Towards Efficient Confluent Edge Networks > *3) Hybrid RFW/FSO Transmission* > *4) Optical Spectrum as a Service (OSaaS)*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_088,5C,pareto optimal,pareto optimal,fuzzy:85.71428571428572,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which discusses the technical aspects of OFDM radar and optical transport networks.","To enable independent handling of comms and sensing IQ streams, addressing their different requirements, optical splitters are introduced in the optical transport network (Fig. 1a). These are employed at the output of the RUs duplicating IQ streams thus creating two separate paths for comms and sensing signals. This allows comms streams to be forwarded through a combination of optoelectronic switches supporting the CPRI/eCPRI protocols [6] for further processing at the DUs/CUs whereas sensing streams can be transferred and terminated at the edge server hosting the sensing app. The eCPRI compliant optoelectronic switches can aggregate IQ streams from multiple RUs maximizing the utilization of network resources. On the other hand, given the characteristics of the sensing flows described above their aggregation from the RUs can be performed adopting all optical switching technologies with switching times of the order of 25ms-75ms. This enables collection of the necessary number of OFDM frames per tracked area allowing the sensing app to achieve the required sensing accuracy level transparently. Therefore, transparent optical switching plays a key role in supporting the functionality of the Doppler OFDM radar. The proposed solution offers an elegant and simple implementation eliminating the need of optoelectronic conversions.",57,57,Optical Transport Networks Supporting Integrated Communications and Sensing in 6G > **System Architecture**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_091,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"Apart from the semidefinite constraint in (25d), the objective in (26a), the communication QoS constraint in (25b), and the power constraint in (25c) are all affine. Therefore, (P1) is a semidefinite programming (SDP) problem and can be solved by convex optimization algorithms like the primal-dual interior point method (IPM) [17]. When the optimal precoding matrix  $\hat{R}_{w_k}^*$  is obtained for (P1), a sub-optimal solution  $R_{w_k}^*$  to (P0) can be retrieved by standard rank-1 approximation techniques like Gaussian randomization.",216,216,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array > C. Problem Formulation and Resolution,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_091,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"Despite the maturity of the SDR approach, the sensing task of imaging or tracking may demand repetitive resolution of (P0), which motivates us to seek for a sub-optimal solution with reduced complexity. A significant difference between RF-ISAC and OW-ISAC lies in that while an RF-ISAC signal may propagate through dispersive channels, an OW-ISAC signal only propagates through LoS channels. In consequence, an intuitive solution to an optical beamforming problem is to directly steer the optical signal to the UE or the direction of interest. Thereby, the precoding vectors can be recast as",218,218,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array > C. Problem Formulation and Resolution,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_091,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given snippet.,"The simplified optimization problem (P2) is an linear programming (LP) problem and can be solved by the simplex method or IPM with lower complexity than that of SDP. Nevertheless, a low-dimensional LP problem provides a limited DoF in beamforming, and thus the precoding matrices attained by (P2) are only sub-optimal solutions to (P0).",274,274,Optimal Beamforming for Optical Wireless Integrated Sensing and Communication Based on Optical Phased Array > C. Problem Formulation and Resolution,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
